"","App","Category","Rating","Reviews","Size","Installs","Price","Content.Rating","Android.Ver","Everyone","Mature_17+","Teen","success"
"2105","LEGOÂ® Juniors Create & Cruise","FAMILY",4.1,4995,73,5e+07,0,"Everyone",4.1,1,0,0,"Yes"
"2106","Xtreme Racing 2018 - Jeep & 4x4 off road simulator","FAMILY",4.2,1976,99,5e+05,0,"Everyone",4.1,1,0,0,"Yes"
"2107","Thomas & Friends: Go Go Thomas","FAMILY",4.1,1437,16,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"2108","Ninja Dash - Ronin Jump RPG","FAMILY",4.7,5603,54,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"2109","Paw Patrol by ShuffleCards","FAMILY",4.3,3249,56,1e+06,0,"Everyone",4,1,0,0,"Yes"
"2110","Plants vs. Zombiesâ„¢ Heroes","FAMILY",4.4,3470,68,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"2111","Transformers Rescue Bots: Disaster Dash","FAMILY",4.4,1666,25,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2113","PAC-MAN Pop","FAMILY",4.3,2330,54,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2114","Monster Truck Driver & Racing","FAMILY",4.4,5323,51,1e+06,0,"Everyone",2.3,1,0,0,"Yes"
"2116","Strawberry Shortcake BerryRush","FAMILY",4.3,4343,48,1e+07,0,"Everyone",2.3,1,0,0,"Yes"
"2117","Little Fire Station","FAMILY",4.2,3449,44,1e+06,0,"Everyone",4.3,1,0,0,"Yes"
"2118","Ice Cream Jump","FAMILY",4.2,867,8.7,1e+07,0,"Everyone",2.3,1,0,0,"Yes"
"2119","Disney Magic Kingdoms: Build Your Own Magical Park","FAMILY",4.3,4052,91,1e+07,0,"Everyone",4.03,1,0,0,"Yes"
"2121","My Little Pony: Harmony Quest","FAMILY",4.1,985,26,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"2122","Transformers Rescue Bots: Hero Adventures","FAMILY",4.2,3688,16,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2124","Equestria Girls","FAMILY",4.3,3549,53,1e+07,0,"Everyone",4,1,0,0,"Yes"
"2125","DC Super Hero Girlsâ„¢","FAMILY",4.3,3820,95,5e+06,0,"Everyone",4,1,0,0,"Yes"
"2126","Disney Crossy Road","FAMILY",4.5,4273,83,1e+07,0,"Everyone",4.4,1,0,0,"Yes"
"2128","Toca Kitchen 2","FAMILY",4.5,46,56,5e+07,0,"Everyone",4.1,1,0,0,"Yes"
"2129","Doctor Pets","FAMILY",4.2,2122,21,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2130","Supermarket â€“ Game for Kids","FAMILY",4.4,308,26,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"2131","Supermarket Manager: Cashier Simulator Kids Games","FAMILY",4,1110,60,1e+06,0,"Everyone",4,1,0,0,"Yes"
"2132","Kids Animals Jigsaw Puzzles _Ÿ˜„","FAMILY",4.1,4306,22,1e+07,0,"Everyone",4.2,1,0,0,"Yes"
"2133","DC Super Hero Girlsâ„¢","FAMILY",4.3,3820,95,5e+06,0,"Everyone",4,1,0,0,"Yes"
"2134","Strawberry Shortcake BerryRush","FAMILY",4.3,4343,48,1e+07,0,"Everyone",2.3,1,0,0,"Yes"
"2135","Inside Out Thought Bubbles","FAMILY",4.4,4796,58,1e+07,0,"Everyone",4.03,1,0,0,"Yes"
"2136","Disney Magic Kingdoms: Build Your Own Magical Park","FAMILY",4.3,4052,91,1e+07,0,"Everyone",4.03,1,0,0,"Yes"
"2137","Monster Highâ„¢","FAMILY",4.1,4964,22,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2138","Cute Pet Puppies","FAMILY",4,136,36,1e+06,0,"Everyone",2.3,1,0,0,"Yes"
"2139","Frozen Free Fall","FAMILY",4.3,1153,37,5e+07,0,"Everyone",4.2,1,0,0,"Yes"
"2140","Monster Highâ„¢ Minis Mania","FAMILY",4.6,1653,70,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"2141","Shopkins World!","FAMILY",4.3,1340,34,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"2142","Monica Toy TV","FAMILY",4.7,4768,49,5e+05,0,"Everyone",4.1,1,0,0,"Yes"
"2143","Toy Guitar with songs for kids","FAMILY",4.3,790,9.8,5e+05,0,"Everyone",2.3,1,0,0,"Yes"
"2144","Endless Numbers","FAMILY",4.4,2803,37,5e+05,0,"Everyone",5.1,1,0,0,"Yes"
"2146","Sworkit Kids - Fitness Meets Fun","FAMILY",4.7,5957,55,1e+05,0,"Everyone",4,1,0,0,"No"
"2147","Earth to Luna! Watch and Play","FAMILY",3.9,203,84,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2148","Nancy Drew Codes and Clues","FAMILY",4.1,1097,16,10000,0,"Everyone",4.1,1,0,0,"No"
"2149","Masha and the Bear Child Games","FAMILY",4.1,2732,92,1e+07,0,"Everyone",4,1,0,0,"Yes"
"2150","codeSpark Academy & The Foos","FAMILY",4.1,3931,57,5e+05,0,"Everyone",4.1,1,0,0,"Yes"
"2152","Toca Life: City","FAMILY",4.7,2953,24,5e+05,3.99,"Everyone",4.4,1,0,0,"Yes"
"2153","LEGOÂ® Friends","FAMILY",4.4,5617,6.9,10000,4.99,"Everyone",4.03,1,0,0,"No"
"2154","My Little Work â€“ Garage","FAMILY",4.3,4508,44,10000,3.99,"Everyone",2.3,1,0,0,"No"
"2155","Alizay, pirate girl","FAMILY",4.5,1709,11,1000,2.99,"Everyone",2.3,1,0,0,"No"
"2156","Word Search Games in english","FAMILY",4.3,4829,16,1e+07,0,"Everyone",4.03,1,0,0,"Yes"
"2157","Chess Free","FAMILY",4.3,2210,17,5e+06,0,"Everyone",2.3,1,0,0,"Yes"
"2158","Tic Tac Toe","FAMILY",4.1,4690,18,1e+06,0,"Everyone",2.3,1,0,0,"Yes"
"2159","Dominos Game âœ”ï¸è","FAMILY",4.1,2751,16,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2160","Checkers âœ”ï¸è","FAMILY",4.1,3342,19,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2161","Crazy Colors: Bubbles Matching","FAMILY",4.6,2912,1.6,1e+05,0,"Everyone",3,1,0,0,"No"
"2162","Chess for Kids - Play & Learn","FAMILY",4.1,3041,47,1e+05,0,"Everyone",4.1,1,0,0,"No"
"2163","Block Puzzle : Night in Egypt","FAMILY",4.4,2626,16,50000,0,"Everyone",2.3,1,0,0,"No"
"2164","Mosaic puzzles","FAMILY",4.4,1192,14,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"2166","RISK: Global Domination","FAMILY",4,5042,75,5e+06,0,"Everyone",4.4,1,0,0,"Yes"
"2167","Pino chess","FAMILY",4.8,4730,25,1000,0,"Everyone",4,1,0,0,"No"
"2168","Chess PRO Free","FAMILY",3.8,311,5.7,1e+05,0,"Everyone",2.3,1,0,0,"No"
"2170","All-in-One Mahjong 3 FREE","FAMILY",4.5,4533,17,50000,0,"Everyone",4,1,0,0,"No"
"2171","Hactar Go","FAMILY",4.8,5927,3.5,1000,2.99,"Everyone",4,1,0,0,"No"
"2172","All-in-One Mahjong 3","FAMILY",4.4,3472,16,100,0.99,"Everyone",4,1,0,0,"No"
"2173","World Racers family board game","FAMILY",4.8,3589,42,100,0.99,"Everyone",5.1,1,0,0,"No"
"2175","Steam: Rails to Riches","FAMILY",4.2,1926,67,5000,4.99,"Everyone",4.1,1,0,0,"No"
"2176","Whoowasit? - Best kids game!","FAMILY",4,2324,26,5000,2.99,"Everyone",4.1,1,0,0,"No"
"2177","Lanterns: The Harvest Festival","FAMILY",4.7,1543,72,1000,4.99,"Everyone",4.1,1,0,0,"No"
"2178","Tsuro - The Game of the Path","FAMILY",4.7,1993,37,10000,2.99,"Everyone",2.3,1,0,0,"No"
"2179","THE aMAZEing Labyrinth","FAMILY",3.9,1224,1.2,10000,4.99,"Everyone",4,1,0,0,"No"
"2180","Chess and Mate","FAMILY",4.5,3324,17,5000,4.99,"Everyone",2.3,1,0,0,"No"
"2181","Kids Balloon Pop Game Free _Ÿ_ˆ","FAMILY",4.1,3474,19,1e+07,0,"Everyone",4.03,1,0,0,"Yes"
"2182","Sounds for Toddlers FREE","FAMILY",4.4,4771,23,1e+06,0,"Everyone",4,1,0,0,"Yes"
"2183","Elmo Calls by Sesame Street","FAMILY",3.9,5055,25,1e+06,0,"Everyone",2.3,1,0,0,"Yes"
"2184","Sago Mini Friends","FAMILY",4.4,698,83,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"2185","Papumba Academy - Fun Learning For Kids","FAMILY",4.4,4190,94,1e+05,0,"Everyone",4.2,1,0,0,"No"
"2186","Tee and Mo Bath Time Free","FAMILY",3.6,3723,97,1e+05,0,"Everyone",4.03,1,0,0,"No"
"2187","Bita and the Animals - Pelos Ares","FAMILY",4.4,398,37,1e+05,0,"Everyone",2.2,1,0,0,"No"
"2188","TO-FU Oh!SUSHI","FAMILY",4.1,4682,92,5e+06,0,"Everyone",4.4,1,0,0,"Yes"
"2189","DreamWorks Friends","FAMILY",3.6,124,48,1e+05,0,"Everyone",4.3,1,0,0,"No"
"2190","Avokiddo Emotions","FAMILY",4.6,5203,12,1000,2.99,"Everyone",4.03,1,0,0,"No"
"2191","Nighty Night Circus","FAMILY",4.3,3485,15,10000,2.99,"Everyone",2.3,1,0,0,"No"
"2192","Sago Mini Babies","FAMILY",4.5,2381,83,10000,3.99,"Everyone",4.03,1,0,0,"No"
"2193","Dr. Panda & Toto's Treehouse","FAMILY",4.4,3180,9.5,50000,3.99,"Everyone",4,1,0,0,"No"
"2194","Kids Balloon Pop Game Free _Ÿ_ˆ","FAMILY",4.1,3474,19,1e+07,0,"Everyone",4.03,1,0,0,"Yes"
"2195","Sounds for Toddlers FREE","FAMILY",4.4,4771,23,1e+06,0,"Everyone",4,1,0,0,"Yes"
"2196","Elmo Calls by Sesame Street","FAMILY",3.9,5055,25,1e+06,0,"Everyone",2.3,1,0,0,"Yes"
"2197","Sago Mini Friends","FAMILY",4.4,698,83,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"2198","Papumba Academy - Fun Learning For Kids","FAMILY",4.4,4190,94,1e+05,0,"Everyone",4.2,1,0,0,"No"
"2199","Tee and Mo Bath Time Free","FAMILY",3.6,3723,97,1e+05,0,"Everyone",4.03,1,0,0,"No"
"2200","Bita and the Animals - Pelos Ares","FAMILY",4.4,398,37,1e+05,0,"Everyone",2.2,1,0,0,"No"
"2201","TO-FU Oh!SUSHI","FAMILY",4.1,4682,92,5e+06,0,"Everyone",4.4,1,0,0,"Yes"
"2202","DreamWorks Friends","FAMILY",3.6,124,48,1e+05,0,"Everyone",4.3,1,0,0,"No"
"2203","Avokiddo Emotions","FAMILY",4.6,5203,12,1000,2.99,"Everyone",4.03,1,0,0,"No"
"2204","Nighty Night Circus","FAMILY",4.3,3485,15,10000,2.99,"Everyone",2.3,1,0,0,"No"
"2205","Sago Mini Babies","FAMILY",4.5,2381,83,10000,3.99,"Everyone",4.03,1,0,0,"No"
"2206","Dr. Panda & Toto's Treehouse","FAMILY",4.4,3180,9.5,50000,3.99,"Everyone",4,1,0,0,"No"
"2207","ROBLOX","FAMILY",4.5,3899,67,1e+08,0,"Everyone",4.1,1,0,0,"Yes"
"2211","Barbie Lifeâ„¢","FAMILY",3.9,730,63,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2212","Baby Panda Care","FAMILY",4.2,237,49,1e+07,0,"Everyone",4.03,1,0,0,"Yes"
"2213","Palace Pets in Whisker Haven","FAMILY",4.1,4048,14,5e+06,0,"Everyone",4.2,1,0,0,"Yes"
"2214","Sweet Baby Girl - Dream House and Play Time","FAMILY",3.9,5890,58,1e+07,0,"Everyone",4.4,1,0,0,"Yes"
"2215","Monster Highâ„¢","FAMILY",4.1,4963,22,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2216","Hello Kitty Lunchbox","FAMILY",4.2,4305,15,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2218","Sweet Baby Girl Newborn Baby","FAMILY",3.8,3336,50,5e+06,0,"Everyone",4.4,1,0,0,"Yes"
"2219","COOKING MAMA Let's Cook!","FAMILY",4.3,4356,59,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"2220","Shopkins World!","FAMILY",4.3,1340,34,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"2222","Ever After Highâ„¢ Charmed Style","FAMILY",3.9,3872,54,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"2223","Equestria Girls","FAMILY",4.3,3549,53,1e+07,0,"Everyone",4,1,0,0,"Yes"
"2226","Frozen Free Fall","FAMILY",4.3,1154,37,5e+07,0,"Everyone",4.2,1,0,0,"Yes"
"2227","Nick","FAMILY",4.2,537,25,1e+07,0,"Everyone",4.4,1,0,0,"Yes"
"2228","Thomas & Friends: Race On!","FAMILY",4.1,2782,26,5e+06,0,"Everyone",4.4,1,0,0,"Yes"
"2229","Mad Libs","FAMILY",4,5494,61,1e+06,0,"Everyone",6,1,0,0,"Yes"
"2230","Inside Out Thought Bubbles","FAMILY",4.4,4796,58,1e+07,0,"Everyone",4.03,1,0,0,"Yes"
"2231","ABCmouse.com","FAMILY",4.3,4243,91,5e+06,0,"Everyone",4.4,1,0,0,"Yes"
"2232","My Little Pony Celebration","FAMILY",4.3,4828,17,1e+06,0,"Everyone",2.3,1,0,0,"Yes"
"2233","Sago Mini Friends","FAMILY",4.4,698,83,1e+06,0,"Everyone",4.03,1,0,0,"Yes"
"2234","Thomas & Friends: Delivery","FAMILY",4.2,2724,17,1e+06,0,"Everyone",2.3,1,0,0,"Yes"
"2236","Nasty Goats","FAMILY",4.3,3956,64,1e+06,0,"Everyone",4,1,0,0,"Yes"
"2237","Starfall Free & Member","FAMILY",4.2,1713,41,1e+06,0,"Everyone",4,1,0,0,"Yes"
"2238","Animal Jam - Play Wild!","FAMILY",4.6,3346,58,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2239","Video Editor","FAMILY",4.1,1193,23,5e+06,0,"Everyone",4.3,1,0,0,"Yes"
"2240","Real Racing 3","FAMILY",4.5,3294,71,1e+07,0,"Everyone",4.1,1,0,0,"Yes"
"2244","Monash Uni Low FODMAP Diet","MEDICAL",4.2,346,12,1e+05,9,"Everyone",4,1,0,0,"No"
"2245","iBP Blood Pressure","MEDICAL",4.4,4586,704,10000,0.99,"Everyone",2.2,1,0,0,"No"
"2246","Pedi STAT","MEDICAL",4.6,639,2.9,10000,5.49,"Everyone",4.1,1,0,0,"No"
"2247","ASCCP Mobile","MEDICAL",4.5,4823,25,10000,9.99,"Everyone",2.2,1,0,0,"No"
"2249","Paramedic Protocol Provider","MEDICAL",4.5,1366,20,10000,10,"Everyone",4.1,1,0,0,"No"
"2250","MommyMeds","MEDICAL",3.2,3924,21,5000,3.99,"Everyone",6,1,0,0,"No"
"2251","Medical ID - In Case of Emergency (ICE)","MEDICAL",4.6,5168,5.4,5000,5.99,"Everyone",5,1,0,0,"No"
"2252","Human Anatomy Atlas 2018: Complete 3D Human Body","MEDICAL",4.5,2769,25,1e+05,24.99,"Everyone",5,1,0,0,"No"
"2253","Essential Anatomy 3","MEDICAL",4.1,1085,42,50000,11.99,"Mature 17+",4.03,0,1,0,"No"
"2254","Vargo Anesthesia Mega App","MEDICAL",4.6,5799,32,1000,79.99,"Everyone",4.03,1,0,0,"No"
"2255","EMT Review Plus","MEDICAL",4.5,1735,1.8,10000,11.99,"Everyone",4.4,1,0,0,"No"
"2256","Muscle Trigger Point Anatomy","MEDICAL",4.4,780,33,50000,2.99,"Everyone",4.03,1,0,0,"No"
"2257","2017 EMRA Antibiotic Guide","MEDICAL",4.4,467,3.8,1000,16.99,"Everyone",4.03,1,0,0,"No"
"2258","ASRA Coags","MEDICAL",4.4,1025,5.8,1000,3.99,"Everyone",4.1,1,0,0,"No"
"2259","IBM Micromedex Drug Info","MEDICAL",3.8,1817,9.5,10000,2.99,"Everyone",4,1,0,0,"No"
"2260","Diabetes & Diet Tracker","MEDICAL",4.6,3562,19,1000,9.99,"Everyone",5,1,0,0,"No"
"2262","Block Buddy","MEDICAL",4,1025,5,1000,14.99,"Everyone",4,1,0,0,"No"
"2263","Super Hearing Secret Voices Recorder PRO","MEDICAL",5,2855,23,100,2.99,"Everyone",4.1,1,0,0,"No"
"2264","EMT Study - NREMT Test Prep","MEDICAL",4.3,3261,862,5000,3.99,"Everyone",4.03,1,0,0,"No"
"2265","Calcium Pro","MEDICAL",3.4,5346,9.9,5000,2.99,"Everyone",4.03,1,0,0,"No"
"2267","EMT PASS","MEDICAL",3.4,4249,2.4,1000,29.99,"Everyone",4,1,0,0,"No"
"2268","Pocket Lab Values","MEDICAL",4.3,1926,899,10000,2.99,"Everyone",2.1,1,0,0,"No"
"2269","Medical terms (OFFLINE)","MEDICAL",4.4,119,38,1000,2.99,"Teen",4.1,0,0,1,"No"
"2270","Cardiac diagnosis (heart rate, arrhythmia)","MEDICAL",4.4,5442,6.5,100,12.99,"Everyone",3,1,0,0,"No"
"2271","ERres- Emergency Medicine","MEDICAL",4.2,3924,14,1000,4.99,"Everyone",4,1,0,0,"No"
"2272","FHR 5-Tier 2.0","MEDICAL",5,1745,1.2,500,2.99,"Everyone",4,1,0,0,"No"
"2273","AnatomyMapp","MEDICAL",4.1,5443,48,5000,14.99,"Everyone",3,1,0,0,"No"
"2274","OptoDrum","MEDICAL",3.9,3,378,1000,5.99,"Everyone",3,1,0,0,"No"
"2275","Migraine, Headache Diary HeadApp Pro","MEDICAL",4.6,1133,22,500,3.49,"Everyone",4.4,1,0,0,"No"
"2276","Blood Pressure Companion","MEDICAL",4.2,1464,4.8,1000,0.99,"Everyone",4.1,1,0,0,"No"
"2278","Muscle Premium - Human Anatomy, Kinesiology, Bones","MEDICAL",4.2,1320,25,10000,24.99,"Everyone",4.4,1,0,0,"No"
"2279","CCHT PREP","MEDICAL",3.6,2344,266,1000,10.99,"Everyone",2.1,1,0,0,"No"
"2280","Paramedic Meds","MEDICAL",4.5,1251,375,10000,1.99,"Everyone",1.6,1,0,0,"No"
"2282","OmniMedix Medical Calculator","MEDICAL",4.7,2344,1.2,1000,4.99,"Everyone",3,1,0,0,"No"
"2284","Lab Values + Medical Reference","MEDICAL",4.5,727,2.8,10000,2.99,"Everyone",2.3,1,0,0,"No"
"2285","Recognise Foot","MEDICAL",4.2,5743,95,1000,7.49,"Everyone",4.1,1,0,0,"No"
"2287","Pain Tracker & Diary","MEDICAL",4.3,2855,4.6,100,2.99,"Everyone",4.1,1,0,0,"No"
"2289","Whist - Tinnitus Relief","MEDICAL",4.1,467,5.1,1000,1.99,"Everyone",4.1,1,0,0,"No"
"2290","Critical Care Paramedic Review","MEDICAL",4.4,1349,1.8,1000,9.99,"Everyone",4.4,1,0,0,"No"
"2293","End Anxiety Pro - Stress, Panic Attack Help","MEDICAL",4.2,3102,53,1000,3.99,"Everyone",4.2,1,0,0,"No"
"2294","Acupuncture Assistant","MEDICAL",4.5,4161,39,10000,7.99,"Everyone",4.1,1,0,0,"No"
"2297","EMT Tutor NREMT-B Study Guide","MEDICAL",4.6,4804,8.4,10000,3.99,"Everyone",2.1,1,0,0,"No"
"2298","Hospitalist Handbook","MEDICAL",4.8,467,18,1000,19.99,"Everyone",4.1,1,0,0,"No"
"2299","PTA Content Master","MEDICAL",4.2,4870,41,1000,29.99,"Everyone",2.2,1,0,0,"No"
"2300","Navi Radiography Pro","MEDICAL",4.7,260,100,500,15.99,"Everyone",4.03,1,0,0,"No"
"2302","A Manual of Acupuncture","MEDICAL",3.5,1926,68,1000,33.99,"Everyone",4,1,0,0,"No"
"2303","palmPEDi: Pediatric Tape","MEDICAL",4.6,4939,2.6,5000,0.99,"Everyone",3.2,1,0,0,"No"
"2304","GoodRx Drug Prices and Coupons","MEDICAL",4.8,4643,11,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2306","FollowMyHealthÂ®","MEDICAL",4.6,5207,37,1e+06,0,"Everyone",4.4,1,0,0,"Yes"
"2308","Ovia Pregnancy Tracker & Baby Countdown Calendar","MEDICAL",4.8,82,9.8,1e+06,0,"Everyone",4.3,1,0,0,"Yes"
"2309","Teladoc Member","MEDICAL",4,1868,23,5e+05,0,"Everyone",4.3,1,0,0,"Yes"
"2310","myAirâ„¢ for Air10â„¢ by ResMed","MEDICAL",3.7,2190,18,50000,0,"Everyone",5,1,0,0,"No"
"2311","Blood Pressure","MEDICAL",4.2,3104,7.4,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2312","Pregnancy Week By Week","MEDICAL",4.8,5409,11,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2314","BioLife Plasma Services","MEDICAL",3.5,2345,23,1e+05,0,"Everyone",4.4,1,0,0,"No"
"2315","OneTouch Reveal","MEDICAL",3.9,4811,34,5e+05,0,"Everyone",5.1,1,0,0,"Yes"
"2317","Ovia Fertility Tracker & Ovulation Calculator","MEDICAL",4.8,4391,13,1e+06,0,"Everyone",4.3,1,0,0,"Yes"
"2318","Anthem Anywhere","MEDICAL",2.7,2516,24,5e+05,0,"Everyone",4.4,1,0,0,"Yes"
"2319","Blood Donor","MEDICAL",4.2,3911,20,5e+05,0,"Everyone",4.1,1,0,0,"Yes"
"2320","My Calendar - Period Tracker","MEDICAL",4.7,1139,14,5e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2321","Youper - AI Therapy","MEDICAL",4.6,1754,69,50000,0,"Everyone",6,1,0,0,"No"
"2322","Zocdoc: Find Doctors & Book Appointments","MEDICAL",4.5,4729,38,5e+05,0,"Everyone",4.3,1,0,0,"Yes"
"2323","1800 Contacts - Lens Store","MEDICAL",4.7,2143,26,1e+06,0,"Everyone",5,1,0,0,"Yes"
"2324","Blood Pressure Log - MyDiary","MEDICAL",4.7,5558,2.6,5e+05,0,"Everyone",4,1,0,0,"Yes"
"2325","PulsePoint Respond","MEDICAL",4.5,5394,21,1e+05,0,"Everyone",4.1,1,0,0,"No"
"2326","Ovia Parenting & Baby Development Tracker","MEDICAL",4.7,4763,38,1e+05,0,"Everyone",4.3,1,0,0,"No"
"2327","MyQuest for Patients","MEDICAL",4,3475,16,1e+05,0,"Everyone",4,1,0,0,"No"
"2328","OptumRx","MEDICAL",3.4,1532,21,1e+05,0,"Everyone",4.03,1,0,0,"No"
"2329","CVS Caremark","MEDICAL",3.5,3409,10,5e+05,0,"Everyone",4.4,1,0,0,"Yes"
"2330","fred's Pharmacy","MEDICAL",3,2976,22,1e+05,0,"Everyone",4,1,0,0,"No"
"2331","Ada - Your Health Guide","MEDICAL",4.7,5679,14,1e+06,0,"Everyone",4.4,1,0,0,"Yes"
"2332","mySugr: the blood sugar tracker made just for you","MEDICAL",4.6,1899,36,1e+06,0,"Everyone",5,1,0,0,"Yes"
"2333","ClearCareGo Caregiver","MEDICAL",4.2,1420,16,50000,0,"Everyone",4.1,1,0,0,"No"
"2334","Pregnancy Calculator and Tracker app","MEDICAL",4.8,5060,61,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2335","All Mental disorders","MEDICAL",4.5,3934,11,1e+05,0,"Everyone",4.03,1,0,0,"No"
"2336","DreamMapper","MEDICAL",4.2,192,8.5,1e+05,0,"Everyone",5,1,0,0,"No"
"2337","ScriptSave WellRx Rx Discounts","MEDICAL",3.8,5097,37,1e+05,0,"Everyone",4.4,1,0,0,"No"
"2340","MoodSpace","MEDICAL",4.5,4223,22,50000,0,"Everyone",5,1,0,0,"No"
"2341","Pill Identifier and Drug list","MEDICAL",4,4143,17,1e+05,0,"Everyone",4.1,1,0,0,"No"
"2342","HealtheLife","MEDICAL",3.6,1628,7.7,1e+05,0,"Everyone",4.4,1,0,0,"No"
"2343","SonicCloud: Hearing App","MEDICAL",4.4,1025,39,1000,0,"Everyone",4.1,1,0,0,"No"
"2344","Migraine Buddy - The Migraine and Headache tracker","MEDICAL",4.7,2544,30,5e+05,0,"Everyone",4.03,1,0,0,"Yes"
"2345","Period Tracker","MEDICAL",4.9,7,3.7,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2346","LabCorp | Patient","MEDICAL",3.6,2561,28,10000,0,"Everyone",4.1,1,0,0,"No"
"2347","Anatomy Learning - 3D Atlas","MEDICAL",4.5,5185,16,1e+06,0,"Everyone",4.1,1,0,0,"Yes"
"2348","Super Hearing Super Ear Amplifier","MEDICAL",4.1,1874,20,1000,0,"Everyone",4.1,1,0,0,"No"
"2349","Moodpath - Depression & Anxiety Test","MEDICAL",4.6,4702,8.9,1e+05,0,"Everyone",4.4,1,0,0,"No"
"2350","Teach Me Anatomy","MEDICAL",4.7,5990,97,5e+05,0,"Everyone",4.1,1,0,0,"Yes"
"2351","Baritastic - Bariatric Tracker","MEDICAL",4.7,3825,12,1e+05,0,"Everyone",4.1,1,0,0,"No"
"2352","Brilliant DistinctionsÂ®","MEDICAL",2.8,5372,72,50000,0,"Everyone",4.4,1,0,0,"No"
"2354","98point6","MEDICAL",4.6,4033,21,10000,0,"Everyone",5,1,0,0,"No"
"2356","MDLIVE: Talk to a Doctor 24/7","MEDICAL",3.4,4904,27,1e+05,0,"Everyone",4.4,1,0,0,"No"
"2358","Super Ear","MEDICAL",4,3260,6.6,1e+05,0,"Everyone",4,1,0,0,"No"
"2359","VitusVet: Pet Health Care App","MEDICAL",4.8,2899,12,1e+05,0,"Everyone",4.1,1,0,0,"No"
"2360","Banfield Pet Health Tracker","MEDICAL",4.2,1421,5.9,1e+05,0,"Everyone",4,1,0,0,"No"
"2361","Dexcom G6","MEDICAL",3,3924,20,5000,0,"Everyone",6,1,0,0,"No"
"2362","Nurse Grid","MEDICAL",4.5,1327,15,1e+05,0,"Everyone",4.4,1,0,0,"No"
"2363","Castlight Mobile","MEDICAL",3.7,4359,26,1e+05,0,"Everyone",5,1,0,0,"No"
"2364","Sanford Guide:Antimicrobial Rx","MEDICAL",4.5,833,3.3,1e+05,0,"Everyone",4.1,1,0,0,"No"
"2365","Davis's Drug Guide for Nurses","MEDICAL",4.5,4564,44,50000,0,"Everyone",4.4,1,0,0,"No"
"2366","Vargo Anesthesia Mega App","MEDICAL",4.6,5799,32,1000,79.99,"Everyone",4.03,1,0,0,"No"
"2367","Monash Uni Low FODMAP Diet","MEDICAL",4.2,346,12,1e+05,9,"Everyone",4,1,0,0,"No"
"2368","mySugr: the blood sugar tracker made just for you","MEDICAL",4.6,1899,36,1e+06,0,"Everyone",5,1,0,0,"Yes"
"2369","live Point","MEDICAL",3.6,4406,17,5000,0,"Mature 17+",4.1,0,1,0,"No"
"2370","Tarascon Pharmacopoeia","MEDICAL",4.4,2611,5.8,10000,0,"Everyone",4.4,1,0,0,"No"
"2371","Official NBSTSA CST Exam Prep","MEDICAL",4.4,1954,11,10000,0,"Everyone",4.4,1,0,0,"No"
"2372","EMT-B Pocket Prep","MEDICAL",4.5,2802,16,50000,0,"Everyone",4.4,1,0,0,"No"
"2373","Human Anatomy Atlas 2018: Complete 3D Human Body","MEDICAL",4.5,2769,25,1e+05,24.99,"Everyone",5,1,0,0,"No"
"2374","5-Minute Clinical Consult","MEDICAL",4.1,5575,6.1,10000,0,"Everyone",4.1,1,0,0,"No"
"2376","Pzizz - Sleep, Nap, Focus","MEDICAL",4.3,4471,22,1e+05,0,"Everyone",4.1,1,0,0,"No"
"2377","HESI A2 Pocket Prep","MEDICAL",4.3,1883,28,50000,0,"Everyone",4.4,1,0,0,"No"
"2378","Johns Hopkins Guides ABX...","MEDICAL",4.7,5203,6.3,10000,0,"Everyone",4.1,1,0,0,"No"
